Nom gare;Code Gare;Type jour;Année;Date de comptage;Ligne;Axe;Tranche horaire;Montants
PONT DU GARIGLIANO - HOPITAL EUROPEEN GEORGES POMPIDOU;87393322;Dimanche;2017;2017-04-23;C;C;Avant 6h;1
LES SAULES;87546226;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;534
PONT DU GARIGLIANO - HOPITAL EUROPEEN GEORGES POMPIDOU;87393322;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;148
LES NOUES;87276238;JOB;2019;2019-03-26;D;D;De 10h à 16h;503
PONTOISE;87276139;JOB;2017;2017-04-25;C;C;De 10h à 16h;759
LONGJUMEAU;87393611;JOB;2017;2017-04-25;C;C;Après 20h;43
PONTOISE;87276139;Samedi;2017;2017-04-22;C;C;Après 20h;90
MASSY VERRIERES;87383281;JOB;2017;2017-04-25;C;C;Avant 6h;11
ROUTE DE MONNERVILLE;87332957;JOB;2017;2017-04-25;C;C;Après 20h;0
MASSY VERRIERES;87383281;Samedi;2017;2017-04-22;C;C;De 16h à 20h;60
RUNGIS LA FRATERNELLE;87546291;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;144
MAISSE;87681486;JOB;2019;2019-03-26;D;D;Après 20h;9
CHELLES GOURNAY;87116111;Samedi;2016;2016-10-01;E;E;Après 20h;594
MAISSE;87681486;JOB;2019;2019-03-26;D;D;Avant 6h;10
SAINT-CHERON;87545509;JOB;2017;2017-04-25;C;C;De 10h à 16h;366
MALESHERBES;87684415;Samedi;2019;2019-03-23;D;D;De 10h à 16h;230
EMERAINVILLE PONTAULT COMBAULT;87116046;Samedi;2016;2016-10-01;E;E;Avant 6h;67
MUSEE D'ORSAY;87547307;JOB;2017;2017-04-25;C;C;De 10h à 16h;2530
EMERAINVILLE PONTAULT COMBAULT;87116046;Samedi;2016;2016-10-01;E;E;De 16h à 20h;797
MELUN;87682005;Samedi;2019;2019-03-23;D;D;De 16h à 20h;1459
SAINT-CYR;87393223;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;125
MENNECY;87681411;Samedi;2019;2019-03-23;D;D;Après 20h;14
GRETZ ARMAINVILLIERS;87116012;Dimanche;2016;2016-10-02;E;E;Après 20h;64
ORLY VILLE;87546200;Samedi;2017;2017-04-22;C;C;Après 20h;143
SAINT-GRATIEN;87276170;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;499
MOULIN GALANT;87681403;Samedi;2019;2019-03-23;D;D;De 16h à 20h;94
LE CHENAY GAGNY;87113522;JOB;2016;2016-10-04;E;E;De 6h à 10h;3605
PARIS AUSTERLITZ;87547026;Samedi;2017;2017-04-22;C;C;De 6h à 10h;1701
MAGENTA;87281873;JOB;2016;2016-10-04;E;E;De 10h à 16h;15472
PEREIRE LEVALLOIS;87381012;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;561
SAINT-MICHEL SUR ORGE;87545202;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;628
PETIT JOUY LES LOGES;87393504;JOB;2017;2017-04-25;C;C;Après 20h;4
NOGENT LE PERREUX;87113746;JOB;2016;2016-10-04;E;E;De 10h à 16h;1873
PETIT VAUX;87393652;JOB;2017;2017-04-25;C;C;De 10h à 16h;147
SAINT-OUEN L'AUMONE;87276105;Dimanche;2017;2017-04-23;C;C;Après 20h;56
PETIT VAUX;87393652;JOB;2017;2017-04-25;C;C;De 16h à 20h;115
OZOIR LA FERRIERE;87116020;Samedi;2016;2016-10-01;E;E;De 6h à 10h;358
SAINT-DENIS;87271015;Dimanche;2019;2019-03-24;D;D;Après 20h;2394
ROSA PARKS;87654798;JOB;2016;2016-10-04;E;E;De 10h à 16h;2816
PLACE LOULOU GASTE;87112222;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;0
SERMAISE;87545517;Samedi;2017;2017-04-22;C;C;Avant 6h;2
SURVILLIERS FOSSES;87276261;JOB;2019;2019-03-26;D;D;Avant 6h;184
VERSAILLES CHANTIERS;87393009;Samedi;2017;2017-04-22;C;C;De 10h à 16h;1105
PONT CARDINET;87381111;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;0
VAL DE FONTENAY;87113712;Samedi;2016;2016-10-01;E;E;Avant 6h;85
VIGNEUX SUR SEINE;87681304;JOB;2019;2019-03-26;D;D;De 16h à 20h;1366
VERSAILLES RIVE GAUCHE - CHATEAU DE VERSAILLES;87393157;Dimanche;2017;2017-04-23;C;C;Après 20h;536
PONT DE RUNGIS AEROPORT D'ORLY;87546192;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;89
VILLENEUVE LE ROI;87545277;Samedi;2017;2017-04-22;C;C;De 6h à 10h;374
VIRY CHATILLON;87681312;JOB;2019;2019-03-26;D;D;De 10h à 16h;925
AUVERS SUR OISE;87276543;JOB;2019;2019-10-10;H;H;De 16h à 20h;72
PONT DU GARIGLIANO - HOPITAL EUROPEEN GEORGES POMPIDOU;87393322;JOB;2017;2017-04-25;C;C;Après 20h;410
VIROFLAY RIVE GAUCHE;87393215;Samedi;2017;2017-04-22;C;C;Après 20h;189
YERRES;87682112;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;536
BOISSISE LE ROI;87682518;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;17
YERRES;87682112;JOB;2019;2019-03-26;D;D;Avant 6h;203
BESSANCOURT;87276642;Samedi;2019;2019-10-12;H;H;De 16h à 20h;139
BONDY;87113407;Dimanche;2016;2016-10-02;E;E;Après 20h;580
BOISSISE LE ROI;87682518;Samedi;2019;2019-03-23;D;D;De 16h à 20h;28
GAGNY;87113514;Samedi;2016;2016-10-01;E;E;De 16h à 20h;1246
CERNAY;87276063;JOB;2019;2019-10-10;H;H;Après 20h;93
SAINT-CYR;87393223;JOB;2017;2017-04-25;C;C;Après 20h;46
CHAMP DE COURSES D'ENGHIEN;87276030;Dimanche;2019;2019-10-13;H;H;De 16h à 20h;483
SAINT-CYR;87393223;JOB;2017;2017-04-25;C;C;De 6h à 10h;1212
BRUNOY;87682120;Samedi;2019;2019-03-23;D;D;Avant 6h;117
SAINT-CYR;87393223;Samedi;2017;2017-04-22;C;C;De 6h à 10h;133
CHAPONVAL;87276162;JOB;2019;2019-10-10;H;H;De 16h à 20h;21
SAINT-GRATIEN;87276170;Dimanche;2017;2017-04-23;C;C;Avant 6h;41
CESSON;87682161;Samedi;2019;2019-03-23;D;D;Après 20h;144
HAUSSMANN SAINT-LAZARE;87281899;Samedi;2016;2016-10-01;E;E;De 16h à 20h;17194
DEUIL MONTMAGNY;87276345;Samedi;2019;2019-10-12;H;H;De 10h à 16h;1317
SAINT-GRATIEN;87276170;Samedi;2017;2017-04-22;C;C;Avant 6h;50
DEUIL MONTMAGNY;87276345;Samedi;2019;2019-10-12;H;H;De 16h à 20h;758
SAINT-MARTIN D'ETAMPES;87545350;Dimanche;2017;2017-04-23;C;C;Après 20h;27
COMBS LA VILLE QUINCY;87682146;Samedi;2019;2019-03-23;D;D;De 10h à 16h;1203
LES BOULLEREAUX CHAMPIGNY;87113779;JOB;2016;2016-10-04;E;E;De 10h à 16h;1009
COMBS LA VILLE QUINCY;87682146;Samedi;2019;2019-03-23;D;D;De 16h à 20h;823
SAINT-MARTIN D'ETAMPES;87545350;Dimanche;2017;2017-04-23;C;C;Avant 6h;6
ENGHIEN LES BAINS;87276022;Dimanche;2019;2019-10-13;H;H;De 16h à 20h;1780
LES BOULLEREAUX CHAMPIGNY;87113779;Samedi;2016;2016-10-01;E;E;De 16h à 20h;786
ENGHIEN LES BAINS;87276022;Samedi;2019;2019-10-12;H;H;De 6h à 10h;1280
SAINT-MARTIN D'ETAMPES;87545350;JOB;2017;2017-04-25;C;C;Après 20h;16
CORBEIL ESSONNES;87681007;Samedi;2019;2019-03-23;D;D;De 6h à 10h;2044
SAINT-MARTIN D'ETAMPES;87545350;Samedi;2017;2017-04-22;C;C;Après 20h;20
CRETEIL POMPADOUR;87608802;Samedi;2019;2019-03-23;D;D;De 6h à 10h;2078
SAINT-MICHEL NOTRE DAME;87547315;Samedi;2017;2017-04-22;C;C;De 10h à 16h;11951
ERMONT HALTE;87276584;JOB;2019;2019-10-10;H;H;Après 20h;68
LES YVRIS NOISY LE GRAND;87113803;Samedi;2016;2016-10-01;E;E;Après 20h;66
FRANCONVILLE LE PLESSIS BOUCHARD;87276071;JOB;2019;2019-10-10;H;H;Après 20h;195
SAINT-MICHEL NOTRE DAME;87547315;Samedi;2017;2017-04-22;C;C;De 16h à 20h;12137
GROS NOYER SAINT-PRIX;87276592;Samedi;2019;2019-10-12;H;H;De 16h à 20h;412
SAINT-MICHEL SUR ORGE;87545202;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;1036
GROSLAY;87276360;JOB;2019;2019-10-10;H;H;De 16h à 20h;501
MAGENTA;87281873;Samedi;2016;2016-10-01;E;E;De 6h à 10h;6040
LUZARCHES;87276576;Dimanche;2019;2019-10-13;H;H;De 10h à 16h;150
NOGENT LE PERREUX;87113746;JOB;2016;2016-10-04;E;E;Avant 6h;79
GRIGNY CENTRE;87681379;JOB;2019;2019-03-26;D;D;Avant 6h;570
SAINT-MICHEL SUR ORGE;87545202;Samedi;2017;2017-04-22;C;C;Après 20h;190
JUVISY;87545244;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;4061
SAINT-MICHEL SUR ORGE;87545202;Samedi;2017;2017-04-22;C;C;De 16h à 20h;604
JUVISY;87545244;JOB;2019;2019-03-26;D;D;De 6h à 10h;9865
SAINT-OUEN;87271247;Dimanche;2017;2017-04-23;C;C;Avant 6h;9
LA FERTE ALAIS;87681452;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;39
SAINT-OUEN L'AUMONE;87276105;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;254
MERY SUR OISE;87276667;Dimanche;2019;2019-10-13;H;H;De 6h à 10h;93
OZOIR LA FERRIERE;87116020;Dimanche;2016;2016-10-02;E;E;De 16h à 20h;387
LE BRAS DE FER - EVRY GENOPOLE;87681395;JOB;2019;2019-03-26;D;D;Après 20h;246
SAINT-OUEN L'AUMONE;87276105;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;94
LE BRAS DE FER - EVRY GENOPOLE;87681395;JOB;2019;2019-03-26;D;D;De 10h à 16h;1220
SAINT-OUEN L'AUMONE;87276105;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;64
LE BRAS DE FER - EVRY GENOPOLE;87681395;Samedi;2019;2019-03-23;D;D;De 10h à 16h;1096
SAINT-OUEN L'AUMONE;87276105;Samedi;2017;2017-04-22;C;C;Avant 6h;23
LE COUDRAY MONTCEAUX;87681635;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;14
ROISSY EN BRIE;87116038;Dimanche;2016;2016-10-02;E;E;De 6h à 10h;375
LE PLESSIS CHENET;87681627;Samedi;2019;2019-03-23;D;D;De 6h à 10h;5
SAINT-QUENTIN EN YVELINES;87393843;JOB;2017;2017-04-25;C;C;De 6h à 10h;2879
PONTOISE;87276139;Dimanche;2019;2019-10-13;H;H;De 10h à 16h;1169
SAVIGNY SUR ORGE;87545236;Dimanche;2017;2017-04-23;C;C;Après 20h;365
PONTOISE;87276139;Samedi;2019;2019-10-12;H;H;Avant 6h;69
TOURNAN;87116210;Samedi;2016;2016-10-01;E;E;Avant 6h;50
PRECY SUR OISE;87276410;JOB;2019;2019-10-10;H;H;Avant 6h;3
VILLIERS SUR MARNE LE PLESSIS TREVISE;87113795;Samedi;2016;2016-10-01;E;E;De 6h à 10h;1603
MAISONS-ALFORT ALFORTVILLE;87681155;Samedi;2019;2019-03-23;D;D;Après 20h;2262
VILLENEUVE LE ROI;87545277;Samedi;2017;2017-04-22;C;C;Avant 6h;21
PRESLES COURCELLES;87276501;Dimanche;2019;2019-10-13;H;H;De 16h à 20h;79
AUVERS SUR OISE;87276543;Dimanche;2019;2019-10-13;H;H;De 6h à 10h;15
MAISSE;87681486;Dimanche;2019;2019-03-24;D;D;De 10h à 16h;63
AUVERS SUR OISE;87276543;Samedi;2019;2019-10-12;H;H;De 10h à 16h;59
MAISSE;87681486;JOB;2019;2019-03-26;D;D;De 10h à 16h;53
BALLANCOURT;87681437;Dimanche;2019;2019-03-24;D;D;Après 20h;11
MAISSE;87681486;JOB;2019;2019-03-26;D;D;De 16h à 20h;52
BELLOY SAINT-MARTIN;87276550;Samedi;2019;2019-10-12;H;H;De 10h à 16h;60
PRESLES COURCELLES;87276501;Samedi;2019;2019-10-12;H;H;De 10h à 16h;86
BESSANCOURT;87276642;Dimanche;2019;2019-10-13;H;H;De 16h à 20h;132
SAINT-DENIS;87271015;JOB;2019;2019-10-10;H;H;De 16h à 20h;7782
BOUSSY SAINT-ANTOINE;87682138;JOB;2019;2019-03-26;D;D;De 6h à 10h;2794
SAINT-OUEN L'AUMONE;87276105;Dimanche;2019;2019-10-13;H;H;Avant 6h;23
CERNAY;87276063;JOB;2019;2019-10-10;H;H;Avant 6h;66
MOULIN GALANT;87681403;JOB;2019;2019-03-26;D;D;De 6h à 10h;840
BOUTIGNY;87681478;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;43
SARCELLES SAINT-BRICE;87276386;Dimanche;2019;2019-10-13;H;H;Après 20h;395
CERNAY;87276063;Samedi;2019;2019-10-12;H;H;Avant 6h;21
ORANGIS BOIS DE L'EPINE;87681346;JOB;2019;2019-03-26;D;D;De 6h à 10h;2284
BOUTIGNY;87681478;JOB;2019;2019-03-26;D;D;Après 20h;5
SEUGY;87272039;Dimanche;2019;2019-10-13;H;H;De 6h à 10h;7
CHAMP DE COURSES D'ENGHIEN;87276030;Dimanche;2019;2019-10-13;H;H;Après 20h;191
ORANGIS BOIS DE L'EPINE;87681346;Samedi;2019;2019-03-23;D;D;De 16h à 20h;484
CHAMPAGNE SUR OISE;87276519;Dimanche;2019;2019-10-13;H;H;De 10h à 16h;98
TAVERNY;87276634;Samedi;2019;2019-10-12;H;H;De 6h à 10h;301
BUNO GIRONVILLE;87681510;Dimanche;2019;2019-03-24;D;D;De 10h à 16h;18
VALMONDOIS;87276535;Dimanche;2019;2019-10-13;H;H;De 6h à 10h;108
CESSON;87682161;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;115
VIARMES;87276568;Samedi;2019;2019-10-12;H;H;De 16h à 20h;56
CHAPONVAL;87276162;Samedi;2019;2019-10-12;H;H;De 6h à 10h;9
VILLAINES;87272021;JOB;2019;2019-10-10;H;H;Avant 6h;4
CHANTILLY GOUVIEUX;87276113;Samedi;2019;2019-03-23;D;D;De 6h à 10h;127
BOIS COLOMBES;87381079;Dimanche;2019;2019-03-17;J;J4;De 6h à 10h;519
CHATELET LES HALLES;87758607;Dimanche;2019;2019-03-24;D;D;Après 20h;4742
ERMONT EAUBONNE;87276055;Dimanche;2019;2019-03-17;J;J4;Après 20h;592
DEUIL MONTMAGNY;87276345;Dimanche;2019;2019-10-13;H;H;De 6h à 10h;387
SAVIGNY LE TEMPLE NANDY;87682187;Samedi;2019;2019-03-23;D;D;De 6h à 10h;643
CHATELET LES HALLES;87758607;Samedi;2019;2019-03-23;D;D;Avant 6h;100
STADE DE FRANCE SAINT-DENIS;87164780;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;271
COMBS LA VILLE QUINCY;87682146;Dimanche;2019;2019-03-24;D;D;Après 20h;140
SURVILLIERS FOSSES;87276261;Samedi;2019;2019-03-23;D;D;Avant 6h;44
ECOUEN EZANVILLE;87276394;JOB;2019;2019-10-10;H;H;Avant 6h;74
SURVILLIERS FOSSES;87276261;Samedi;2019;2019-03-23;D;D;De 6h à 10h;383
COMBS LA VILLE QUINCY;87682146;Samedi;2019;2019-03-23;D;D;De 6h à 10h;634
VILLABE;87681619;Samedi;2019;2019-03-23;D;D;De 6h à 10h;36
CORBEIL ESSONNES;87681007;Dimanche;2019;2019-03-24;D;D;Après 20h;866
AUBERGENVILLE ELISABETHVILLE;87386730;JOB;2016;2016-11-22;J;J5;De 10h à 16h;594
CREIL;87276006;JOB;2019;2019-03-26;D;D;De 6h à 10h;86
AUBERGENVILLE ELISABETHVILLE;87386730;Samedi;2016;2016-11-19;J;J5;De 10h à 16h;454
EPINAY VILLETANEUSE;87271122;Samedi;2019;2019-10-12;H;H;Avant 6h;314
EPONE MEZIERES;87386763;Dimanche;2016;2016-11-20;J;J5;Après 20h;34
CRETEIL POMPADOUR;87608802;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;2362
HOUILLES CARRIERES SUR SEINE;87386409;Dimanche;2016;2016-11-20;J;J5;Avant 6h;4
ERMONT EAUBONNE;87276055;Dimanche;2019;2019-10-13;H;H;De 6h à 10h;755
VILLENEUVE TRIAGE;87681809;JOB;2019;2019-04-02;D;D;De 6h à 10h;347
ESSONNES ROBINSON;87681601;JOB;2019;2019-03-26;D;D;De 16h à 20h;110
LES CLAIRIERES DE VERNEUIL;87386664;Dimanche;2016;2016-11-20;J;J5;De 6h à 10h;36
ESSONNES ROBINSON;87681601;Samedi;2019;2019-03-23;D;D;De 10h à 16h;107
VILLIERS LE BEL GONESSE ARNOUVILLE;87276220;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;1371
GROS NOYER SAINT-PRIX;87276592;Samedi;2019;2019-10-12;H;H;Avant 6h;38
VILLIERS LE BEL GONESSE ARNOUVILLE;87276220;Samedi;2019;2019-03-23;D;D;De 10h à 16h;4899
GROSLAY;87276360;Samedi;2019;2019-10-12;H;H;De 10h à 16h;674
MANTES STATION;87381590;JOB;2016;2016-11-22;J;J5;Avant 6h;69
GRAND BOURG;87681353;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;33
VIRY CHATILLON;87681312;Samedi;2019;2019-03-23;D;D;Avant 6h;48
L'ISLE ADAM PARMAIN;87276527;JOB;2019;2019-10-10;H;H;De 16h à 20h;441
YERRES;87682112;Dimanche;2019;2019-03-24;D;D;De 10h à 16h;1038
GRAND BOURG;87681353;JOB;2019;2019-03-26;D;D;De 10h à 16h;68
POISSY;87386573;JOB;2016;2016-11-22;J;J5;De 10h à 16h;1823
LUZARCHES;87276576;Samedi;2019;2019-10-12;H;H;De 16h à 20h;146
BONDY;87113407;Dimanche;2016;2016-10-02;E;E;De 6h à 10h;956
MERIEL;87276675;JOB;2019;2019-10-10;H;H;De 10h à 16h;125
POISSY;87386573;Samedi;2016;2016-11-19;J;J5;Avant 6h;58
JUVISY;87545244;Samedi;2019;2019-03-23;D;D;De 10h à 16h;17686
GRETZ ARMAINVILLIERS;87116012;JOB;2016;2016-10-04;E;E;De 16h à 20h;181
LA FERTE ALAIS;87681452;Samedi;2019;2019-03-23;D;D;De 6h à 10h;63
GRETZ ARMAINVILLIERS;87116012;Samedi;2016;2016-10-01;E;E;Après 20h;58
MERY SUR OISE;87276667;Samedi;2019;2019-10-12;H;H;Après 20h;56
CHANTELOUP LES VIGNES;87381475;Samedi;2016;2016-11-19;J;J6;De 16h à 20h;166
NOINTEL MOURS;87276758;JOB;2019;2019-10-10;H;H;De 6h à 10h;555
HAUSSMANN SAINT-LAZARE;87281899;Samedi;2016;2016-10-01;E;E;De 6h à 10h;3888
LE COUDRAY MONTCEAUX;87681635;JOB;2019;2019-03-26;D;D;De 10h à 16h;13
LE CHENAY GAGNY;87113522;Dimanche;2016;2016-10-02;E;E;Après 20h;133
LE VERT DE MAISONS;87681247;Samedi;2019;2019-03-23;D;D;De 16h à 20h;828
CHAUMONT EN VEXIN;87381228;Dimanche;2016;2016-11-20;J;J6;De 10h à 16h;16
LE VERT DE MAISONS;87681247;Samedi;2019;2019-03-23;D;D;De 6h à 10h;753
LE RAINCY VILLEMOMBLE MONTFERMEIL;87113472;Dimanche;2016;2016-10-02;E;E;De 6h à 10h;1008
PRESLES COURCELLES;87276501;Samedi;2019;2019-10-12;H;H;Avant 6h;4
CONFLANS FIN D'OISE;87381459;Samedi;2016;2016-11-19;J;J6;De 16h à 20h;371
MAISSE;87681486;Samedi;2019;2019-03-23;D;D;De 10h à 16h;59
CONFLANS SAINTE-HONORINE;87381897;Dimanche;2016;2016-11-20;J;J6;De 16h à 20h;747
MALESHERBES;87684415;Samedi;2019;2019-03-23;D;D;Avant 6h;9
CORMEILLES EN PARISIS;87381863;Samedi;2016;2016-11-19;J;J6;De 16h à 20h;954
SAINT-LEU LA FORET;87276600;JOB;2019;2019-10-10;H;H;Avant 6h;64
NOISY LE SEC;87113217;JOB;2016;2016-10-04;E;E;De 6h à 10h;11196
MONTGERON CROSNE;87682104;Dimanche;2019;2019-03-24;D;D;Après 20h;144
GARGENVILLE;87381566;JOB;2018;2018-01-23;J;J6;De 16h à 20h;101
SAINT-OUEN L'AUMONE;87276105;Dimanche;2019;2019-10-13;H;H;Après 20h;143
ISSOU PORCHEVILLE;87381574;Dimanche;2016;2016-11-20;J;J6;De 10h à 16h;53
MONTGERON CROSNE;87682104;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;613
ISSOU PORCHEVILLE;87381574;JOB;2018;2018-01-23;J;J6;De 10h à 16h;146
MOULIN GALANT;87681403;JOB;2019;2019-03-26;D;D;De 16h à 20h;125
ROISSY EN BRIE;87116038;JOB;2016;2016-10-04;E;E;De 10h à 16h;1063
SAINT-OUEN L'AUMONE LIESSE;87337980;Samedi;2019;2019-10-12;H;H;Avant 6h;23
ROISSY EN BRIE;87116038;JOB;2016;2016-10-04;E;E;De 16h à 20h;1072
SAINT-OUEN L'AUMONE LIESSE;87337980;Samedi;2019;2019-10-12;H;H;De 10h à 16h;391
ROISSY EN BRIE;87116038;Samedi;2016;2016-10-01;E;E;De 10h à 16h;1525
ORANGIS BOIS DE L'EPINE;87681346;Samedi;2019;2019-03-23;D;D;De 6h à 10h;514
ROSA PARKS;87654798;JOB;2016;2016-10-04;E;E;Avant 6h;136
PARIS NORD;87271031;Dimanche;2019;2019-03-24;D;D;Après 20h;8402
ROSA PARKS;87654798;Samedi;2016;2016-10-01;E;E;Avant 6h;78
VALMONDOIS;87276535;Samedi;2019;2019-10-12;H;H;De 10h à 16h;443
ROSA PARKS;87654798;Samedi;2016;2016-10-01;E;E;De 6h à 10h;952
PARIS NORD;87271031;Samedi;2019;2019-03-23;D;D;Avant 6h;461
ROSNY BOIS PERRIER;87113696;JOB;2016;2016-10-04;E;E;De 10h à 16h;2618
VILLAINES;87272021;Dimanche;2019;2019-10-13;H;H;De 10h à 16h;16
ROSNY SOUS BOIS;87113704;Samedi;2016;2016-10-01;E;E;De 10h à 16h;2516
PONTHIERRY PRINGY;87682526;Dimanche;2019;2019-03-24;D;D;De 10h à 16h;134
VILLIERS SUR MARNE LE PLESSIS TREVISE;87113795;JOB;2016;2016-10-04;E;E;De 16h à 20h;2342
PONTHIERRY PRINGY;87682526;JOB;2019;2019-03-26;D;D;Après 20h;18
MANTES STATION;87381590;Dimanche;2016;2016-11-20;J;J6;De 16h à 20h;62
PONTHIERRY PRINGY;87682526;Samedi;2019;2019-03-23;D;D;De 10h à 16h;209
BELLOY SAINT-MARTIN;87276550;Samedi;2019;2019-10-12;H;H;De 6h à 10h;23
ARGENTEUIL;87381848;Dimanche;2019;2019-03-17;J;J4;De 16h à 20h;1302
BESSANCOURT;87276642;Dimanche;2019;2019-10-13;H;H;De 10h à 16h;204
RIS ORANGIS;87681338;Dimanche;2019;2019-03-24;D;D;Avant 6h;18
BORAN SUR OISE;87276444;JOB;2019;2019-10-10;H;H;Après 20h;0
COLOMBES;87381087;JOB;2019;2019-03-14;J;J4;Avant 6h;185
MEULAN HARDRICOURT;87381830;Dimanche;2016;2016-11-20;J;J6;Avant 6h;7
SAINT-FARGEAU;87682542;JOB;2019;2019-03-26;D;D;De 10h à 16h;27
BOUFFEMONT MOISSELLES;87276485;Dimanche;2019;2019-10-13;H;H;Après 20h;51
SAINT-FARGEAU;87682542;Samedi;2019;2019-03-23;D;D;De 6h à 10h;18
BOUFFEMONT MOISSELLES;87276485;Dimanche;2019;2019-10-13;H;H;Avant 6h;10
COLOMBES;87381087;Samedi;2019;2019-03-16;J;J4;De 10h à 16h;3162
MONTGEROULT COURCELLES;87381160;JOB;2018;2018-01-23;J;J6;Avant 6h;0
SAVIGNY LE TEMPLE NANDY;87682187;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;347
BOUFFEMONT MOISSELLES;87276485;JOB;2019;2019-10-10;H;H;Après 20h;56
SAVIGNY LE TEMPLE NANDY;87682187;JOB;2019;2019-03-26;D;D;Avant 6h;513
BOUFFEMONT MOISSELLES;87276485;JOB;2019;2019-10-10;H;H;De 6h à 10h;1115
ERMONT EAUBONNE;87276055;JOB;2019;2019-03-14;J;J4;De 6h à 10h;5943
OSNY;87381145;Dimanche;2016;2016-11-20;J;J6;Après 20h;2
PARIS SAINT-LAZARE;87384008;Samedi;2019;2019-03-16;J;J4;De 10h à 16h;6419
CHAMP DE COURSES D'ENGHIEN;87276030;Dimanche;2019;2019-10-13;H;H;De 6h à 10h;254
SANNOIS;87276188;Dimanche;2019;2019-03-17;J;J4;Avant 6h;37
PONTOISE;87276139;Dimanche;2016;2016-11-20;J;J6;Après 20h;120
VILLABE;87681619;Dimanche;2019;2019-03-24;D;D;Après 20h;4
SAINT-OUEN L'AUMONE QUARTIER DE L'EGLISE;87381426;Dimanche;2016;2016-11-20;J;J6;Avant 6h;3
LES CLAIRIERES DE VERNEUIL;87386664;Dimanche;2016;2016-11-20;J;J5;Après 20h;33
CREIL;87276006;Dimanche;2019;2019-10-13;H;H;De 6h à 10h;41
VILLIERS LE BEL GONESSE ARNOUVILLE;87276220;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;2663
SANTEUIL LE PERCHAY;87381186;Dimanche;2016;2016-11-20;J;J6;Après 20h;1
LES MUREAUX;87386680;Samedi;2016;2016-11-19;J;J5;Avant 6h;142
DEUIL MONTMAGNY;87276345;Dimanche;2019;2019-10-13;H;H;Après 20h;189
MANTES LA JOLIE;87381509;JOB;2016;2016-11-22;J;J5;De 16h à 20h;912
THUN LE PARADIS;87381822;Dimanche;2016;2016-11-20;J;J6;Avant 6h;2
VILLIERS LE BEL GONESSE ARNOUVILLE;87276220;Samedi;2019;2019-03-23;D;D;De 16h à 20h;2821
THUN LE PARADIS;87381822;JOB;2018;2018-01-23;J;J6;Après 20h;9
MANTES STATION;87381590;Samedi;2016;2016-11-19;J;J5;Après 20h;53
ENGHIEN LES BAINS;87276022;JOB;2019;2019-10-10;H;H;Après 20h;862
VOSVES;87682500;Dimanche;2019;2019-03-24;D;D;Après 20h;2
TRIEL SUR SEINE;87381806;Dimanche;2016;2016-11-20;J;J6;Après 20h;5
MANTES STATION;87381590;Samedi;2016;2016-11-19;J;J5;De 16h à 20h;144
TRIEL SUR SEINE;87381806;JOB;2018;2018-01-23;J;J6;Avant 6h;23
POISSY;87386573;Dimanche;2016;2016-11-20;J;J5;Après 20h;257
TRIEL SUR SEINE;87381806;JOB;2018;2018-01-23;J;J6;De 10h à 16h;196
POISSY;87386573;JOB;2016;2016-11-22;J;J5;Après 20h;383
ERMONT EAUBONNE;87276055;Samedi;2019;2019-10-12;H;H;Après 20h;1603
YERRES;87682112;Samedi;2019;2019-03-23;D;D;De 6h à 10h;829
TRIEL SUR SEINE;87381806;Samedi;2016;2016-11-19;J;J6;Après 20h;13
POISSY;87386573;Samedi;2016;2016-11-19;J;J5;De 16h à 20h;1155
US;87381178;JOB;2018;2018-01-23;J;J6;Avant 6h;8
BONDY;87113407;JOB;2016;2016-10-04;E;E;Avant 6h;380
FRANCONVILLE LE PLESSIS BOUCHARD;87276071;Dimanche;2019;2019-10-13;H;H;De 16h à 20h;468
POISSY;87386573;Samedi;2016;2016-11-19;J;J5;De 6h à 10h;519
VAUX SUR SEINE;87381814;JOB;2018;2018-01-30;J;J6;De 6h à 10h;78
